LOG;BME688;Nachricht empfangen: BME688;1;200;400;3000;3000;100;40
LOG;BME688; In Funktion fillDataStructure --> command: BME688;1;200;400;3000;3000;100;40
LOG;BME688;BME688
LOG;BME688;In der Funktion startMeasurement
LOG;BME688;Two-Step-Function
LOG;BME688;upperTemp: 200
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;BME688;In der Funktion twoStepFunction; gespeicherte Parameter: 200,400,3000,3000,100,40
LOG;BME688;upperTemp: 200
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;2
LOG;VALVE;received a command!
LOG;VALVE;Ventil 2 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;3
LOG;VALVE;received a command!
LOG;VALVE;Ventil 3 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;4
LOG;VALVE;received a command!
LOG;VALVE;Ventil 4 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;5
LOG;VALVE;received a command!
LOG;VALVE;Ventil 5 geoeffnet
LOG;BME688;Nachricht empfangen: BME688;1;250;400;3000;3000;100;40
LOG;BME688; In Funktion fillDataStructure --> command: BME688;1;250;400;3000;3000;100;40
LOG;BME688;BME688
LOG;BME688;In der Funktion startMeasurement
LOG;BME688;Two-Step-Function
LOG;BME688;upperTemp: 250
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;BME688;In der Funktion twoStepFunction; gespeicherte Parameter: 250,400,3000,3000,100,40
LOG;BME688;upperTemp: 250
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;2
LOG;VALVE;received a command!
LOG;VALVE;Ventil 2 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;3
LOG;VALVE;received a command!
LOG;VALVE;Ventil 3 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;4
LOG;VALVE;received a command!
LOG;VALVE;Ventil 4 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;5
LOG;VALVE;received a command!
LOG;VALVE;Ventil 5 geoeffnet
LOG;BME688;Nachricht empfangen: BME688;1;300;400;3000;3000;100;40
LOG;BME688; In Funktion fillDataStructure --> command: BME688;1;300;400;3000;3000;100;40
LOG;BME688;BME688
LOG;BME688;In der Funktion startMeasurement
LOG;BME688;Two-Step-Function
LOG;BME688;upperTemp: 300
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;BME688;In der Funktion twoStepFunction; gespeicherte Parameter: 300,400,3000,3000,100,40
LOG;BME688;upperTemp: 300
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;2
LOG;VALVE;received a command!
LOG;VALVE;Ventil 2 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;3
LOG;VALVE;received a command!
LOG;VALVE;Ventil 3 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;4
LOG;VALVE;received a command!
LOG;VALVE;Ventil 4 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;5
LOG;VALVE;received a command!
LOG;VALVE;Ventil 5 geoeffnet
LOG;BME688;Nachricht empfangen: BME688;1;350;400;3000;3000;100;40LOG;BME688; In Funktion fillDataStructure --> command: BME688;1;350;400;3000;3000;100;40LOG;BME688;BME688
LOG;BME688;In der Funktion startMeasurement
LOG;BME688;Two-Step-Function
LOG;BME688;upperTemp: 350
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;BME688;In der Funktion twoStepFunction; gespeicherte Parameter: 350,400,3000,3000,100,40
LOG;BME688;upperTemp: 350
LOG;BME688;lowerTemp: 400
LOG;BME688;upperTime: 3000
LOG;BME688;lowerTime: 3000
LOG;BME688;measuringTime_ms: 100
LOG;BME688;repeatings: 40
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;2
LOG;VALVE;received a command!
LOG;VALVE;Ventil 2 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;3
LOG;VALVE;received a command!
LOG;VALVE;Ventil 3 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;4
LOG;VALVE;received a command!
LOG;VALVE;Ventil 4 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
LOG;VALVE;Nachricht empfangen: VLV;1
LOG;VALVE;received a command!
LOG;VALVE;Ventil 1 geoeffnet
LOG;BME688;Messung beendet, Anzahl Wiederholungen wurde erreicht.
